BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,738,22,,C5,323 WEST 14TH STREET,,10014,12,0,12,"3,131","10,230",1900,2,C5,0,7/31/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,738,48,,C1,312 WEST 15TH STREET,,10011,36,0,36,"5,163","28,078",1900,2,C1,0,7/31/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,738,57,,C1,330 WEST 15TH STREET,,10011,24,0,24,"4,000","16,284",1904,2,C1,0,7/31/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,738,62,,C1,340 WEST 15TH STREET,,10011,10,0,10,"1,528","2,850",1900,2,C1,0,4/4/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,738,66,,C2,348 WEST 15 STREET,,10011,6,0,6,"1,528","4,257",1900,2,C2,0,1/7/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,745,23,,C4,321 WEST 21ST STREET,,10011,20,0,20,"2,469","13,050",1900,2,C4,0,2/21/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,745,24,,C4,319 WEST 21ST STREET,,10011,20,0,20,"2,469","13,050",1900,2,C4,0,2/21/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,745,25,,C4,317 WEST 21ST STREET,,10011,20,0,20,"2,469","13,050",1900,2,C4,0,2/21/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,765,1,,C7,102-116 EIGHTH AVENUE,,10011,102,18,120,"19,307","102,046",1905,2,C7,"83,000,000",9/28/18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,765,5,,C1,257-259 WEST 15TH STREET,,10011,29,0,29,"5,151","20,550",1905,2,C1,0,7/31/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,765,24,,C4,221 WEST 15TH STREET,,10011,21,0,21,"2,582","10,245",1901,2,C4,0,7/31/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,766,22,,C5,233 WEST 16TH STREET,,10011,8,0,8,"2,017","5,304",1910,2,C5,0,9/14/18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,766,60,,C4,"228 WEST 17TH STREET, 1A",,10011,15,0,15,"2,100","7,790",1930,2,C4,"73,616",8/14/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,769,19,,C7,235 WEST 19TH STREET,,10011,16,2,18,"2,362","9,375",1901,2,C7,0,7/31/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,771,62,,C4,244 WEST 22ND STREET,,10011,20,0,20,"2,468","9,620",1901,2,C4,"9,100,000",10/30/18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,790,44,,C3,110 WEST 15TH STREET,,10011,4,0,4,"1,665","5,200",1890,2,C3,"8,300,000",2/27/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,795,69,,C4,152 WEST 20TH STREET,,10011,20,0,20,"3,329","12,840",1910,2,C4,0,5/31/19
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,795,69,,C4,152 WEST 20TH,,10011,20,0,20,"3,329","12,840",1910,2,C4,0,2/20/19
1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,716,62,,D1,448 WEST 19TH STREET,,10011,40,0,40,"4,600","19,100",1910,2,D1,0,12/17/18
1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,769,44,,D9,208 WEST 20TH STREET,,10011,20,0,20,"2,050","7,630",1920,2,D9,"6,250,000",11/7/18
1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,770,51,,D1,218-220 WEST 21ST STREET,,10011,35,0,35,"4,911","25,778",1920,2,D1,0,7/31/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,717,61,,C6,"434 WEST 20TH STREET, 4",,10011,,,,,,1920,2,C6,"2,725,000",6/28/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,719,36,,C6,"405 WEST 21ST STREET, 2R",,10011,,,,,,1900,2,C6,"750,000",3/1/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,720,12,,C6,"471 WEST 22ND STREET, C",,10011,,,,,,1900,2,C6,"2,950,000",7/24/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,720,22,,C6,"451 WEST 22ND STREET, 1F",,10011,,,,,,1900,2,C6,"475,000",5/16/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,720,42,,C6,"411 WEST 22ND STREET, 2F",,10011,,,,,,1900,2,C6,"800,000",8/19/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,720,68,,C6,"442 WEST 23RD STREET, C",,10011,,,,,,1900,2,C6,"1,800,000",1/7/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,720,75,,C6,"456 WEST 23RD, 3R",,10011,,,,,,1900,2,C6,"620,000",5/31/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,720,76,,C6,"458 WEST 23RD STREET, 3B4B",,10011,,,,,,1900,2,C6,"1,600,000",1/11/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,720,77,,C6,"405 WEST 23RD STREET, 11H",,10011,,,,,,1900,2,C6,"641,000",11/16/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,722,46,,C6,"408 WEST 25TH ST, 4RE",,10001,,,,,,1910,2,C6,"265,000",8/12/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,722,46,,C6,"408 WEST 25TH STREET, 2RE",,10001,,,,,,1910,2,C6,"300,000",6/11/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,738,24,,C6,"319-321 WEST 14TH STREET, 4",,10014,,,,,,1910,2,C6,"2,950,000",11/1/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,740,43,,C6,"320 WEST 17TH STREET, 5FE",,10011,,,,,,1920,2,C6,"635,000",6/18/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,740,43,,C6,"320 WEST 17TH STREET, 3FW",,10011,,,,,,1920,2,C6,"645,000",10/25/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,740,48,,C6,"330 WEST 17TH STREET, 1W",,10011,,,,,,1900,2,C6,"830,000",8/7/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,740,48,,C6,"330 WEST 17TH STREET, 4E",,10011,,,,,,1900,2,C6,"649,000",5/30/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,740,49,,C6,"332 WEST 17TH STREET, 3E",,10011,,,,,,1900,2,C6,"574,000",11/27/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,740,50,,C6,"334 WEST 17TH STREET, BW",,10011,,,,,,1900,2,C6,"377,000",3/28/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,741,41,,C6,"310 WEST 18TH STREET, 1A",,10011,,,,,,1900,2,C6,"323,000",2/4/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,742,47,,C6,"314 WEST 19TH STREET, 2A",,10011,,,,,,1920,2,C6,"725,000",10/9/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,742,59,,C6,"338 WEST 19TH STREET, 1A",,10011,,,,,,1920,2,C6,0,4/29/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,742,60,,C6,"340 WEST 19TH STREET, 22",,10011,,,,,,1920,2,C6,"930,000",7/24/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,743,6,,C6,"365 WEST 19TH STREET, 3F",,10011,,,,,,1910,2,C6,"1,495,000",5/13/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,743,80,,C6,"360 WEST 20TH STREET, 3F",,10011,,,,,,1920,2,C6,"707,000",7/30/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,743,80,,C6,"362 W 20TH STREET, 2",,10011,,,,,,1920,2,C6,"825,000",3/18/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,743,80,,C6,"362 WEST 20TH STREET, 4",,10011,,,,,,1920,2,C6,"870,000",12/19/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,3,,C6,"360 WEST 21 STREET, 1A",,10011,,,,,,1940,2,C6,"630,000",5/31/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,18,,C6,"337 WEST 20TH STREET, 1A",,10011,,,,,,1850,2,C6,"875,000",3/13/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,744,31,,C6,"311 WEST 20TH STREET, 2",,10011,,,,,,1850,2,C6,"1,475,000",1/22/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,32,,C6,"309 WEST 20TH STREET, 5F",,10011,,,,,,1850,2,C6,"585,000",5/2/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,32,,C6,"307 WEST 20, 4F",,10011,,,,,,1850,2,C6,"510,000",2/4/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,63,,C6,"342 WEST 21ST STREET, 2D",,10011,,,,,,1940,2,C6,"738,231",8/14/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,63,,C6,"342 WEST 21ST STREET, 4A",,10011,,,,,,1940,2,C6,"773,870",8/8/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,63,,C6,"342 WEST 21ST STREET, 1B",,10011,,,,,,1940,2,C6,"763,688",6/14/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,63,,C6,"342 WEST 21ST STREET, 2C",,10011,,,,,,1940,2,C6,"999,922",6/6/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,63,,C6,"342 WEST 21ST STREET, 5A",,10011,,,,,,1940,2,C6,"773,970",5/24/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,744,63,,C6,"342 WEST 21ST, A",,10011,,,,,,1940,2,C6,"830,000",11/8/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,745,12,,C6,"345 W 21ST ST, 5C",,10011,,,,,,1920,2,C6,"440,076",1/31/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,745,16,,C6,"335 WEST 21ST STREET, 2FE",,10011,,,,,,1920,2,C6,"640,000",1/15/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,745,19,,C6,"329 WEST 21ST STREET, 4R",,10011,,,,,,1900,2,C6,"710,000",2/4/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,746,6,,C6,"361 WEST 22ND STREET, ROOF",,10011,,,,,,1910,2,C6,"10,800",8/22/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,746,6,,C6,"361 WEST 22ND STREET, 5/6",,10011,,,,,,1910,2,C6,0,8/22/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,746,12,,C6,"347 WEST 22ND STREET, 3",,10011,,,,,,1910,2,C6,"1,900,000",11/14/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,746,72,,C6,"356 WEST 23RD STREET, 4B",,10011,,,,,,1910,2,C6,"875,000",4/18/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,753,34,,C6,"303 WEST 29TH STREET, E",,10001,,,,,,1900,2,C6,0,3/29/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,765,52,,C6,"214 WEST 16TH STREET, 3S",,10011,,,,,,1901,2,C6,"603,000",6/24/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,765,62,,C6,"234 WEST 16TH STREET, 2D",,10011,,,,,,1915,2,C6,"579,000",1/30/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,765,62,,C6,"234 WEST 16TH STREET, 2B",,10011,,,,,,1915,2,C6,"499,000",11/7/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,765,62,,C6,"234 WEST 16TH STREET, 1D",,10011,,,,,,1915,2,C6,"520,000",10/4/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,765,62,,C6,"234 WEST 16TH STREET, 1B",,10011,,,,,,1915,2,C6,"625,000",9/27/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,766,23,,C6,"231 WEST 16TH STREET, 1WF",,10011,,,,,,1910,2,C6,"550,000",7/29/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,770,67,,C6,"250 WEST 21ST, 8",,10011,,,,,,1910,2,C6,"650,000",6/5/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,770,67,,C6,"250 WEST 21ST STREET, 6",,10011,,,,,,1910,2,C6,"691,000",5/17/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,770,67,,C6,"250 WEST 21ST STREET, 5",,10011,,,,,,1910,2,C6,"745,000",4/15/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,770,70,,C6,"260 WEST 21ST STREET, 4M",,10011,,,,,,1900,2,C6,"530,000",6/4/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,770,70,,C6,"256 WEST 21ST STREET, 2B",,10011,,,,,,1900,2,C6,"585,000",2/8/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,770,70,,C6,"256 WEST 21ST STREET, 2C",,10011,,,,,,1900,2,C6,"681,209",10/25/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2C,771,35,,C6,"207 WEST 21ST STREET, 2",,10011,,,,,,1905,2,C6,"817,500",6/24/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,771,73,,C6,"264 WEST 22ND STREET, 6",,10011,,,,,,1920,2,C6,"490,000",9/26/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,772,12,,C6,"261 WEST 22ND STREET, 24",,10011,,,,,,1917,2,C6,"515,000",8/15/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,772,12,,C6,"261 WEST 22ND STREET, 18",,10011,,,,,,1917,2,C6,"618,000",7/22/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,772,12,,C6,"261 WEST 22ND ST, 33",,10011,,,,,,1917,2,C6,"700,000",6/25/19
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,772,12,,C6,"261 WEST 22ND STREET, 2",,10011,,,,,,1917,2,C6,"400,000",10/17/18
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,791,68,,C6,"140 WEST 16TH STREET, 5E",,10011,,,,,,1915,2,C6,"1,750,000",10/23/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,694,42,,D4,"520 WEST 23RD STREET, 9H",,10011,,,,,,2003,2,D4,"780,000",8/8/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,694,42,,D4,"520 WEST 23RD, 3H",,10011,,,,,,2003,2,D4,"840,000",7/17/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,694,42,,D4,"520 WEST 23RD STREET, 15F",,10011,,,,,,2003,2,D4,"1,525,000",7/3/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,694,42,,D4,"520 WEST 23RD STREET, 14A",,10011,,,,,,2003,2,D4,"640,000",6/25/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,694,42,,D4,"520 WEST 23RD STREET, 15C",,10011,,,,,,2003,2,D4,"750,000",4/24/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,694,42,,D4,"520 WEST 23RD STREET, 16AG",,10011,,,,,,2003,2,D4,"1,775,000",9/20/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,717,9,,D4,"453 WEST 19TH STREET, 1A",,10011,,,,,,1983,2,D4,"440,000",8/27/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,720,49,,D4,"410 W. 23RD STREET, 6B",,10011,,,,,,1920,2,D4,"715,000",3/7/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,720,49,,D4,"410 WEST 23 STREET, 6F",,10011,,,,,,1920,2,D4,"470,000",1/24/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,720,49,,D4,"410 WEST 23RD STREET, 6A",,10011,,,,,,1920,2,D4,"910,000",9/10/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2C,720,60,,D4,"426 WEST 23RD STREET, 1R",,10011,,,,,,1900,2,D4,"1,750,000",8/20/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,722,18,,D4,"433 WEST 24TH STREET, 3F",,10011,,,,,,1920,2,D4,"695,000",10/22/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,742,22,,D4,"319 WEST 18TH ST, 5F",,10011,,,,,,1928,2,D4,"435,000",5/15/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,742,22,,D4,"319 WEST 18TH ST, 4B",,10011,,,,,,1928,2,D4,"670,000",1/18/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,742,22,,D4,"319 WEST 18TH STREET, 2E",,10011,,,,,,1928,2,D4,"651,680",9/28/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,744,1,,D4,"365 WEST 20TH STREET, 3D",,10011,,,,,,1928,2,D4,"770,000",11/20/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,744,1,,D4,"365 WEST 20TH STREET, 12D",,10011,,,,,,1928,2,D4,"749,000",11/20/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,744,1,,D4,"365 WEST 20TH STREET, 12C",,10011,,,,,,1928,2,D4,"941,881",11/8/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2C,746,78,,D4,"368 WEST 23RD STREET, 5R",,10011,,,,,,1900,2,D4,"1,355,000",6/7/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,747,28,,D4,"315 WEST 23RD STREET, 23",,10011,,,,,,1926,2,D4,"1,275,000",6/26/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,747,28,,D4,"315 WEST 23RD STREET, 8D",,10011,,,,,,1926,2,D4,0,3/12/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,747,28,,D4,"315 WEST 23RD STREET, 8C",,10011,,,,,,1926,2,D4,"1,730,000",1/9/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,747,28,,D4,"315 WEST 23RD STREET, 8A",,10011,,,,,,1926,2,D4,"1,425,000",11/30/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,748,1,,D4,"300 WEST 23RD ST, 3-I",,10011,,,,,,1963,2,D4,"480,000",8/2/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,748,1,,D4,"321 W. 24TH STREET, 9G",,10011,,,,,,1963,2,D4,"96,258",10/1/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,748,1,,D4,"351 W. 24TH ST., 2E",,10011,,,,,,1963,2,D4,"79,923",9/11/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,751,1,,D4,"340 W. 28TH ST., 11G",,10001,,,,,,1960,2,D4,"96,258",10/1/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,751,1,,D4,"290 9TH AVENUE, 5B",,10001,,,,,,1960,2,D4,"143,861",9/26/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,751,1,,D4,"330 W. 28TH ST, 3B",,10001,,,,,,1960,2,D4,"143,861",9/25/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,751,1,,D4,"290 9TH AVENUE, 9G",,10001,,,,,,1960,2,D4,"95,907",9/4/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,764,62,,D4,"250 WEST 15TH STREET, 5I",,10011,,,,,,1930,2,D4,"750,000",6/14/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,764,62,,D4,"250 WEST 15TH STREET, 2C",,10011,,,,,,1930,2,D4,"1,195,000",6/3/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,764,62,,D4,"250 WEST 15TH STREET, 1H",,10011,,,,,,1930,2,D4,"515,000",10/10/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,764,62,,D4,"250 WEST 15TH STREET, 3B",,10011,,,,,,1930,2,D4,"500,000",9/17/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,764,62,,D4,"250 WEST 15TH STREET, 2B",,10011,,,,,,1930,2,D4,"491,000",9/7/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,765,70,,D4,"250 WEST 16TH STREET, LA",,10011,,,,,,1930,2,D4,"1,211,500",8/15/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,765,70,,D4,"250 WEST 16TH STREET, 3C",,10011,,,,,,1930,2,D4,"895,000",6/19/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,766,39,,D4,"201 WEST 16TH STREET, 12E",,10011,,,,,,1930,2,D4,"490,000",2/5/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,766,53,,D4,"214 W 17TH ST, 4B",,10011,,,,,,1900,2,D4,"2,475,000",2/15/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2C,767,19,,D0,"227 WEST 17TH, 2",,10011,,,,,,1910,2,D0,"4,568,063",6/13/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2C,767,19,,D0,"227 WEST 17TH, 2",,10011,,,,,,1910,2,D0,"4,568,063",6/13/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2C,767,19,,D0,"227 WEST 17TH STREET, 3",,10011,,,,,,1910,2,D0,"3,850,000",5/21/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2C,767,19,,D0,"227 WEST 17TH STREET, 3",,10011,,,,,,1910,2,D0,"3,850,000",5/21/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,769,31,,D0,"205 WEST 19TH STREET, 8F",,10011,,,,,,1913,2,D0,"4,000,000",10/25/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,769,66,,D4,"252 WEST 20TH STREET, 4B",,10011,,,,,,1901,2,D4,"520,000",11/14/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,770,48,,D4,"210 WEST 21ST STREET, 4FW",,10011,,,,,,1902,2,D4,"1,134,150",7/25/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,770,48,,D4,"210 WEST 21ST STREET, 6RW",,10011,,,,,,1902,2,D4,"1,095,000",5/15/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,770,48,,D4,"210 WEST 21ST STREET, 2RW",,10011,,,,,,1902,2,D4,"1,000,000",1/9/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,770,48,,D4,"210 WEST 21ST STREET, 1FW",,10011,,,,,,1902,2,D4,"625,000",1/8/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,770,48,,D4,"210 WEST 21ST STREET, 3FE",,10011,,,,,,1902,2,D4,"1,070,000",11/28/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,770,59,,D4,"234 WEST 21ST STREET, 45",,10011,,,,,,1913,2,D4,"995,000",8/22/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,770,59,,D4,"234 WEST 21ST STREET, 55",,10011,,,,,,1913,2,D4,"999,000",7/9/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,20,,D4,"233 WEST 21ST ST, 5E",,10011,,,,,,1920,2,D4,"680,000",11/9/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,23,,D4,"223 WEST 21ST STREET, 5L",,10011,,,,,,1889,2,D4,"960,000",5/31/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,23,,D4,"223 WEST 21ST STREET, 4G",,10011,,,,,,1889,2,D4,"903,000",2/12/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,28,,D4,"221 WEST 21ST STREET, 4B",,10011,,,,,,1920,2,D4,"603,140",3/12/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 WEST 21ST STREET, 8K",,10011,,,,,,1963,2,D4,"486,000",8/1/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 EAST 21ST STREET, 6J",,10011,,,,,,1963,2,D4,"592,500",7/29/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 WEST 21ST STREET, 5A",,10011,,,,,,1963,2,D4,"445,000",6/27/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 WEST 21ST STREET, 5D",,10011,,,,,,1963,2,D4,"416,000",6/10/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 WEST 21ST STREET, 3E",,10011,,,,,,1963,2,D4,"435,000",6/6/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 WEST 21ST STREET, 15B",,10011,,,,,,1963,2,D4,"600,000",5/6/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 WEST 21ST ST, 10G",,10011,,,,,,1963,2,D4,"545,000",1/4/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 WEST 21ST STREET, 11J",,10011,,,,,,1963,2,D4,"801,000",10/4/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,771,38,,D4,"201 WEST 21ST STREET, 3H",,10011,,,,,,1963,2,D4,"590,000",10/3/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,773,12,,D4,"255 WEST 23RD STREET, 6GW",,10011,,,,,,1940,2,D4,"850,000",7/19/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,773,12,,D4,"250 WEST 24TH STREET, 6FE",,10011,,,,,,1940,2,D4,"950,000",3/18/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,773,12,,D4,"250 WEST 24TH STREET, 2CE",,10011,,,,,,1940,2,D4,"1,265,000",2/28/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,773,12,,D4,"255 WEST 23RD STREET, P1DE",,10011,,,,,,1940,2,D4,"153,500",12/18/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,773,12,,D4,"250 WEST 24TH STREET, 5GW",,10011,,,,,,1940,2,D4,"1,470,000",10/3/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,773,12,,D4,"255 WEST 23RD STREET, 4HE",,10011,,,,,,1940,2,D4,"1,260,000",9/13/18
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,774,69,,D4,"254 WEST 25TH STREET, 4D",,10001,,,,,,1925,2,D4,"699,000",8/23/19
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,2,775,22,,D4,"225 WEST 25TH STREET, 5H",,10001,,,,,,1939,2,D4,"860,000",2/14/19
